,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,91044,6302,3875,7109,0,6914
Queens,3979,23200,3535,6485,0,2800
Bronx,2855,4125,20530,4653,0,2053
Brooklyn,7321,10578,6504,48808,0,3050
Staten Island,13,19,12,22,332,50
