,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,167666,14770,12541,4522,0,12734
Queens,36243,100378,17881,6448,0,12114
Bronx,20498,11910,63630,3647,0,6363
Brooklyn,33231,19309,16395,137873,0,8617
Staten Island,121,70,59,21,1328,200
