,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,160177,14110,11981,4320,0,12165
Queens,33008,91420,16285,5873,0,11033
Bronx,18933,11001,58772,3368,0,5877
Brooklyn,30632,17798,15113,127089,0,7943
Staten Island,101,58,49,17,1108,167
