,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,315413,21834,13425,24629,0,23955
Queens,11540,67287,10253,18810,0,8120
Bronx,5626,8129,40459,9170,0,4045
Brooklyn,20395,29469,18119,135970,0,8498
Staten Island,54,78,48,88,1313,197
