,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,195305,17205,14609,5268,0,14833
Queens,38565,106809,19027,6861,0,12890
Bronx,20416,11863,63375,3632,0,6337
Brooklyn,35420,20581,17475,146955,0,9184
Staten Island,112,65,55,20,1235,186
