,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,247674,17145,10541,19339,0,18810
Queens,8812,51378,7829,14362,0,6200
Bronx,4621,6677,33233,7532,0,3323
Brooklyn,15640,22598,13895,104268,0,6516
Staten Island,41,60,37,68,1013,152
