,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,326029,22569,13877,25458,0,24761
Queens,10091,58838,8965,16448,0,7101
Bronx,5401,7804,38838,8803,0,3883
Brooklyn,18999,27453,16879,126666,0,7916
Staten Island,49,70,43,80,1186,178
