,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,229169,15864,9754,17894,0,17405
Queens,8037,46858,7140,13099,0,5655
Bronx,3895,5628,28012,6349,0,2801
Brooklyn,14161,20462,12581,94411,0,5900
Staten Island,37,53,33,60,899,135
