,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,792212,69790,59259,21370,0,60168
Queens,105973,293502,52284,18855,0,35422
Bronx,52261,30366,162225,9298,0,16222
Brooklyn,116410,67640,57434,482972,0,30185
Staten Island,352,204,173,62,3858,581
