,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1273229,88139,54193,99420,0,96700
Queens,26103,152190,23190,42544,0,18367
Bronx,13067,18881,93966,21298,0,9396
Brooklyn,56029,80958,49778,373532,0,23345
Staten Island,208,301,185,340,5047,760
