,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1239159,85780,52743,96759,0,94113
Queens,25558,149013,22706,41656,0,17984
Bronx,12823,18528,92209,20900,0,9220
Brooklyn,54437,78657,48363,362916,0,22682
Staten Island,199,287,177,324,4814,725
