,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,250031,17308,10642,19523,0,18989
Queens,8827,51466,7842,14387,0,6211
Bronx,4319,6240,31057,7039,0,3105
Brooklyn,15803,22835,14040,105359,0,6584
Staten Island,42,62,38,69,1037,156
