,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,47105,4149,3523,1270,0,3577
Queens,8880,24594,4381,1579,0,2968
Bronx,8352,4853,25927,1486,0,2592
Brooklyn,9879,5740,4874,40988,0,2561
Staten Island,29,17,14,5,327,49
