,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,166307,11512,7078,12986,0,12630
Queens,6815,39735,6054,11108,0,4795
Bronx,4004,5785,28792,6526,0,2879
Brooklyn,12195,17622,10835,81306,0,5081
Staten Island,26,37,23,42,628,94
