,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,284764,19712,12120,22235,0,21627
Queens,9828,57302,8731,16018,0,6915
Bronx,4470,6459,32145,7285,0,3214
Brooklyn,17522,25318,15567,116816,0,7301
Staten Island,45,66,40,74,1111,167
