,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1277381,88426,54369,99744,0,97016
Queens,26324,153481,23387,42905,0,18523
Bronx,12593,18196,90554,20525,0,9055
Brooklyn,55681,80455,49468,371209,0,23200
Staten Island,194,280,172,316,4696,707
