,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,123904,10915,9268,3342,0,9410
Queens,27583,76395,13609,4907,0,9220
Bronx,15392,8943,47779,2738,0,4777
Brooklyn,24420,14189,12048,101315,0,6332
Staten Island,86,50,42,15,948,142
