,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,162844,14345,12181,4392,0,12367
Queens,31491,87218,15537,5603,0,10526
Bronx,16901,9820,52462,3007,0,5246
Brooklyn,29194,16963,14403,121121,0,7570
Staten Island,91,53,45,16,1006,151
