,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,208903,14461,8891,16312,0,15866
Queens,7615,44400,6765,12412,0,5358
Bronx,4106,5933,29526,6692,0,2952
Brooklyn,13666,19747,12142,91113,0,5694
Staten Island,35,50,31,57,850,128
