,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,608318,53589,45503,16409,0,46201
Queens,75994,210473,37494,13521,0,25402
Bronx,36200,21034,112368,6440,0,11236
Brooklyn,79916,46435,39428,331562,0,20722
Staten Island,331,192,163,59,3636,548
