,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1231813,85272,52430,96186,0,93555
Queens,24696,143986,21940,40251,0,17377
Bronx,12429,17959,89376,20257,0,8937
Brooklyn,53152,76801,47222,354352,0,22147
Staten Island,194,280,172,316,4688,706
