,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,152817,13462,11431,4122,0,11606
Queens,33633,93150,16594,5984,0,11242
Bronx,18554,10781,57594,3301,0,5759
Brooklyn,29978,17418,14790,124375,0,7773
Staten Island,114,66,56,20,1251,188
