,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,106407,9373,7959,2870,0,8081
Queens,24640,68244,12157,4384,0,8236
Bronx,14020,8146,43519,2494,0,4351
Brooklyn,21725,12623,10718,90135,0,5633
Staten Island,77,45,38,13,849,128
