,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,72717,5033,3095,5678,0,5522
Queens,3114,18155,2766,5075,0,2191
Bronx,2526,3649,18164,4117,0,1816
Brooklyn,5990,8655,5322,39936,0,2496
Staten Island,10,14,9,16,248,37
