,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,66287,5839,4958,1788,0,5034
Queens,14957,41427,7379,2661,0,4999
Bronx,10657,6192,33082,1896,0,3308
Brooklyn,14053,8166,6933,58307,0,3644
Staten Island,52,30,25,9,575,86
