,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,255292,17672,10866,19934,0,19389
Queens,9094,53021,8079,14822,0,6399
Bronx,4421,6388,31791,7205,0,3179
Brooklyn,15912,22992,14137,106085,0,6630
Staten Island,34,50,30,56,835,125
