,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,85393,5911,3634,6667,0,6485
Queens,3590,20932,3189,5851,0,2526
Bronx,2869,4146,20637,4677,0,2063
Brooklyn,6869,9925,6102,45795,0,2862
Staten Island,7,11,6,12,183,27
