,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,88626,6135,3772,6920,0,6731
Queens,3815,22247,3390,6219,0,2684
Bronx,2720,3931,19566,4434,0,1956
Brooklyn,7075,10223,6286,47171,0,2948
Staten Island,12,18,11,20,308,46
