,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,193237,17023,14454,5212,0,14676
Queens,40612,112479,20037,7225,0,13575
Bronx,21771,12650,67579,3873,0,6757
Brooklyn,36422,21163,17970,151112,0,9444
Staten Island,131,76,64,23,1441,217
