,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,113676,10014,8503,3066,0,8633
Queens,28164,78004,13895,5011,0,9414
Bronx,14865,8637,46144,2644,0,4614
Brooklyn,23163,13459,11428,96102,0,6006
Staten Island,78,45,38,14,863,130
